orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
104169,2024-03-29,2024-04-07,Shipped,135,4226.24,Credit Card
104170,2025-04-01,2025-04-04,Shipped,229,2580.55,Credit Card
104171,2023-01-01,2023-01-04,Shipped,347,3928.09,Credit Card
104172,2025-11-28,2025-12-01,Shipped,897,4421.97,Credit Card
104173,2024-08-25,2024-09-08,Processing,97,4815.73,Credit Card
104174,2025-02-06,2025-02-26,Shipped,766,4572.08,Bank Transfer
104175,2024-08-27,2024-09-02,Shipped,411,3129.23,Bank Transfer
104176,2023-03-16,2023-03-30,Shipped,590,478.97,Bank Transfer
104177,2024-03-31,2024-04-16,Shipped,84,2510.82,Bank Transfer
104178,2025-10-05,2025-10-10,Shipped,550,62.28,Credit Card
104179,2023-10-30,2023-11-08,Processing,770,4178.71,Mobile Payment
104180,2025-01-18,2025-01-21,Shipped,934,3511.46,PayPal
104181,2023-06-21,2023-06-28,Disputed,226,1041.64,Credit Card
104182,2024-02-03,2024-02-14,Shipped,168,4808.79,Credit Card
104183,2024-06-27,2024-07-01,On Hold,967,4960.17,Credit Card
104184,2023-05-30,2023-06-17,Shipped,535,2780.58,Credit Card
104185,2025-07-08,2025-07-19,Shipped,398,2000.14,Credit Card
104186,2024-01-07,2024-01-23,Processing,759,660.88,Credit Card
104187,2024-04-15,2024-04-19,Disputed,607,4983.22,Credit Card
104188,2023-05-31,2023-06-16,Shipped,690,471.05,Credit Card
104189,2025-06-02,2025-06-06,Processing,65,2712.5,Cash
104190,2023-09-27,2023-10-07,Processing,630,4219.56,Mobile Payment
104191,2024-02-05,2024-02-09,Shipped,366,2920.66,Bank Transfer
104192,2025-10-11,2025-10-18,Shipped,807,757.46,Credit Card
104193,2024-08-05,2024-08-18,Cancelled,569,3292.24,PayPal
104194,2023-08-04,2023-08-07,Processing,721,1937.58,Credit Card
104195,2025-04-08,2025-04-28,Shipped,296,1799.75,Credit Card
104196,2023-07-02,2023-07-07,Shipped,51,4213.53,Bank Transfer
104197,2023-01-13,2023-02-01,Shipped,805,1374.06,Credit Card
104198,2023-01-28,2023-02-08,Shipped,816,4037.33,Bank Transfer
104199,2023-06-04,2023-06-22,Resolved,263,195.51,Bank Transfer
104200,2024-04-28,2024-05-09,Shipped,334,1321.74,PayPal
104201,2024-12-22,2024-12-25,Processing,12,2955.16,Bank Transfer
104202,2024-11-11,2024-11-30,Shipped,848,662.86,Mobile Payment
104203,2024-06-21,2024-07-04,Shipped,609,2789.72,PayPal
104204,2024-12-14,2024-12-18,Shipped,146,3043.9,Credit Card
104205,2024-09-16,2024-09-23,On Hold,674,85.3,PayPal
104206,2025-07-19,2025-08-05,Resolved,184,1584.4,Credit Card
104207,2025-12-28,2026-01-09,Shipped,771,1955.72,Credit Card
104208,2024-12-08,2024-12-17,Shipped,401,4691.08,Mobile Payment
104209,2025-10-11,2025-10-18,Shipped,646,2007.27,Credit Card
104210,2024-08-24,2024-09-08,Processing,328,2914.34,Credit Card
104211,2025-03-04,2025-03-11,Cancelled,457,4786.79,Credit Card
104212,2025-03-10,2025-03-25,Shipped,737,2703.02,Credit Card
104213,2024-01-24,2024-02-05,Shipped,131,1353.99,Mobile Payment
104214,2025-04-25,2025-05-13,On Hold,128,1982.19,Credit Card
104215,2025-10-16,2025-11-03,Processing,303,228.8,Credit Card
104216,2025-01-15,2025-02-02,Disputed,212,438.25,Mobile Payment
104217,2024-10-22,2024-10-29,Shipped,985,1019.38,Credit Card
104218,2025-03-10,2025-03-14,Shipped,329,3726.9,PayPal
104219,2024-09-24,2024-10-09,Processing,464,902.87,Credit Card
104220,2023-04-26,2023-05-09,Processing,9,3131.56,Mobile Payment
104221,2024-04-11,2024-04-24,Shipped,90,946.15,Credit Card
104222,2024-07-11,2024-07-25,Resolved,18,1650.29,Mobile Payment
104223,2024-04-15,2024-04-27,On Hold,249,751.37,Bank Transfer
104224,2023-09-11,2023-09-14,Cancelled,905,738.69,Cash
104225,2024-07-08,2024-07-19,Processing,232,3629.06,Bank Transfer
104226,2024-07-21,2024-07-26,Shipped,32,4038.19,PayPal
104227,2025-09-21,2025-10-10,Shipped,712,4535.13,Cash
104228,2025-08-11,2025-08-29,Shipped,558,759.9,Cash
104229,2023-04-03,2023-04-10,Shipped,118,2138.29,PayPal
104230,2024-04-12,2024-04-17,Shipped,638,4701.91,Cash
104231,2025-11-24,2025-11-29,Shipped,669,82.39,Credit Card
104232,2025-02-23,2025-03-02,Processing,167,4867.25,Credit Card
104233,2025-08-06,2025-08-25,Processing,773,4028.64,Bank Transfer
104234,2024-11-11,2024-11-25,Shipped,463,4862.16,Bank Transfer
104235,2024-12-11,2024-12-18,Shipped,786,3512.85,PayPal
104236,2025-12-27,2026-01-03,Shipped,776,4960.74,Bank Transfer
104237,2023-11-02,2023-11-15,Shipped,766,932.47,PayPal
104238,2024-02-19,2024-03-03,Shipped,921,2332.38,PayPal
104239,2024-01-18,2024-02-07,Shipped,48,4924.6,Credit Card
104240,2025-01-18,2025-01-28,Shipped,540,937.51,Mobile Payment
104241,2023-11-22,2023-11-25,Disputed,452,1986.57,Credit Card
104242,2025-02-14,2025-02-18,Shipped,554,2732.18,Credit Card
104243,2024-10-19,2024-11-07,Shipped,741,3327.31,Credit Card
104244,2025-08-25,2025-09-07,Shipped,701,4210.81,Credit Card
104245,2025-03-09,2025-03-29,Shipped,195,518.1,Bank Transfer
104246,2023-10-07,2023-10-22,Shipped,673,3275.92,Credit Card
104247,2024-08-28,2024-09-02,Shipped,978,1320.32,Credit Card
104248,2023-09-07,2023-09-10,Processing,84,1390.43,Credit Card
104249,2023-10-19,2023-11-03,Resolved,361,3540.6,Credit Card
104250,2024-02-24,2024-03-04,Shipped,815,3063.59,Credit Card
104251,2023-09-08,2023-09-22,Shipped,839,1218.98,Credit Card
104252,2025-07-12,2025-07-20,Cancelled,863,3078.24,Credit Card
104253,2023-02-21,2023-02-25,Processing,811,3167.74,Credit Card
104254,2024-09-09,2024-09-27,Shipped,729,2715.98,Credit Card
104255,2025-04-26,2025-05-01,Processing,537,2535.41,Bank Transfer
104256,2025-09-02,2025-09-21,Shipped,971,3554.22,Mobile Payment
104257,2023-09-25,2023-10-01,Shipped,605,771.46,PayPal
104258,2024-03-21,2024-04-07,Shipped,941,1101.85,Credit Card
104259,2024-08-13,2024-08-17,Disputed,216,1075.86,Credit Card
104260,2024-01-17,2024-01-27,Processing,330,1323.87,Credit Card
104261,2025-06-18,2025-06-21,Shipped,212,3430.38,Mobile Payment
104262,2025-12-11,2025-12-20,Processing,569,2319.3,Credit Card
104263,2025-10-13,2025-10-24,Shipped,19,1109.79,Credit Card
104264,2024-12-24,2025-01-08,Shipped,689,4835.06,Credit Card
104265,2023-10-13,2023-10-21,Processing,563,4263.24,Credit Card
104266,2024-01-06,2024-01-26,Shipped,595,4145.82,Credit Card
104267,2025-10-28,2025-11-13,Processing,551,829.34,PayPal
104268,2024-06-19,2024-07-06,Shipped,268,3543.03,Credit Card
104269,2024-02-26,2024-03-06,Processing,929,1500.32,Bank Transfer
104270,2025-06-01,2025-06-09,On Hold,38,4501.17,Credit Card
104271,2025-03-24,2025-03-28,Processing,557,1764.81,Credit Card
104272,2024-01-08,2024-01-17,Shipped,937,1326.8,Mobile Payment
104273,2025-12-03,2025-12-14,Shipped,576,462.4,Mobile Payment
104274,2024-09-25,2024-10-11,Shipped,158,4834.52,Credit Card
104275,2023-03-01,2023-03-16,Processing,479,2788.86,Credit Card
104276,2023-02-08,2023-02-20,Shipped,744,4690.15,Bank Transfer
104277,2024-05-31,2024-06-19,Shipped,706,2056.79,Credit Card
104278,2024-12-17,2024-12-31,Processing,840,2764.66,PayPal
104279,2025-02-01,2025-02-12,Shipped,638,1237.49,PayPal
104280,2024-02-09,2024-02-15,Shipped,874,2053.52,Mobile Payment
104281,2025-03-17,2025-03-30,Shipped,182,2446.86,Credit Card
104282,2025-11-30,2025-12-18,Shipped,375,2841.94,Credit Card
104283,2025-05-20,2025-05-25,Shipped,795,1546.45,Credit Card
104284,2023-05-30,2023-06-13,Shipped,834,4979.4,Credit Card
104285,2024-09-01,2024-09-09,Shipped,504,4275.55,Credit Card
104286,2023-01-27,2023-02-14,Processing,118,1819.78,Credit Card
104287,2023-07-12,2023-07-17,Shipped,625,535.78,Credit Card
104288,2023-01-01,2023-01-13,Shipped,768,998.05,Mobile Payment
104289,2025-10-19,2025-10-27,Processing,268,4964.15,PayPal
104290,2023-06-28,2023-07-01,Processing,538,4754.05,Credit Card
104291,2025-02-26,2025-03-09,Processing,721,3029.97,Credit Card
104292,2023-07-03,2023-07-16,Disputed,493,1124.74,PayPal
104293,2023-02-24,2023-03-11,Shipped,962,2863.62,Credit Card
104294,2024-04-18,2024-05-03,Shipped,38,2922.25,Credit Card
104295,2023-04-03,2023-04-11,Processing,470,910.12,Credit Card
104296,2023-12-22,2023-12-26,Shipped,818,1937.83,PayPal
104297,2023-11-21,2023-12-02,Resolved,636,4920.97,Credit Card
104298,2025-01-15,2025-01-29,Resolved,455,3092.22,Credit Card
104299,2025-09-28,2025-10-15,Shipped,119,3408.05,Credit Card
104300,2023-07-16,2023-08-02,On Hold,211,3128.63,Credit Card
104301,2025-04-27,2025-04-30,Processing,601,2122.93,Credit Card
104302,2025-11-07,2025-11-27,On Hold,889,3206.05,PayPal
104303,2023-05-09,2023-05-13,Resolved,537,1718.4,PayPal
104304,2024-02-15,2024-02-29,Shipped,992,2396.85,Bank Transfer
104305,2024-08-23,2024-09-01,Resolved,938,976.76,Cash
104306,2024-07-14,2024-07-25,Processing,53,845.24,Credit Card
104307,2025-09-30,2025-10-15,Processing,674,2124.36,Bank Transfer
104308,2024-12-19,2025-01-03,Processing,818,1322.87,Credit Card
104309,2025-06-29,2025-07-14,Shipped,266,4097.23,PayPal
104310,2025-06-25,2025-06-30,Shipped,863,3143.64,Bank Transfer
104311,2024-07-17,2024-08-03,Resolved,885,1601.98,Credit Card
104312,2023-09-23,2023-10-04,Shipped,374,1210.48,Credit Card
104313,2023-01-12,2023-02-01,Processing,696,4159.59,PayPal
104314,2025-03-26,2025-04-08,Processing,658,3120.6,Credit Card
104315,2023-02-25,2023-03-07,Shipped,835,1750.24,PayPal
104316,2023-03-08,2023-03-26,Shipped,384,1151.71,Credit Card
104317,2025-12-28,2026-01-11,Resolved,595,946.5,Bank Transfer
104318,2023-09-05,2023-09-15,Shipped,389,1518.2,Bank Transfer
104319,2023-03-29,2023-04-09,Processing,30,2376.22,Credit Card
104320,2023-04-24,2023-05-05,Shipped,2,3609.95,Credit Card
104321,2023-12-28,2024-01-08,Processing,322,521.28,Bank Transfer
104322,2023-10-17,2023-11-02,Shipped,236,4347.4,Credit Card
104323,2025-06-03,2025-06-12,Shipped,299,4623.0,Credit Card
104324,2025-05-24,2025-06-04,On Hold,808,4769.81,Credit Card
104325,2025-06-03,2025-06-07,Shipped,872,4286.27,Credit Card
104326,2025-09-21,2025-09-30,Processing,585,3098.56,Credit Card
104327,2024-11-18,2024-11-25,Processing,726,4774.86,PayPal
104328,2023-05-23,2023-05-27,Processing,22,899.3,Credit Card
104329,2023-04-02,2023-04-20,Processing,113,3411.9,PayPal
104330,2023-08-24,2023-09-08,Shipped,531,1315.54,Cash
104331,2025-09-01,2025-09-19,Shipped,202,4979.25,Cash
104332,2023-02-14,2023-03-02,Shipped,258,1078.74,Credit Card
104333,2025-01-30,2025-02-10,Processing,485,2642.88,Credit Card
104334,2024-11-30,2024-12-03,Resolved,934,1722.97,Bank Transfer
104335,2024-01-11,2024-01-27,Shipped,779,2339.37,Bank Transfer
104336,2025-12-17,2026-01-04,Shipped,775,2354.87,Credit Card
104337,2023-09-03,2023-09-11,Shipped,245,4415.82,Credit Card
104338,2023-07-14,2023-07-23,Shipped,131,942.08,Credit Card
104339,2025-01-15,2025-02-03,Disputed,983,3362.5,PayPal
104340,2024-02-29,2024-03-10,Shipped,958,2505.24,Credit Card
104341,2025-10-31,2025-11-03,Shipped,68,3793.68,PayPal
104342,2025-04-08,2025-04-22,Shipped,31,4094.26,Credit Card
104343,2025-10-12,2025-10-16,Disputed,541,1028.9,PayPal
104344,2024-09-09,2024-09-26,Shipped,276,2563.89,Credit Card
104345,2023-01-22,2023-02-01,Shipped,862,3845.01,Credit Card
104346,2025-06-05,2025-06-18,On Hold,707,3393.57,Cash
104347,2024-06-21,2024-06-28,Shipped,527,293.49,Credit Card
104348,2023-08-30,2023-09-16,Shipped,839,2532.72,Bank Transfer
104349,2025-03-09,2025-03-20,Shipped,971,418.12,Credit Card
104350,2025-11-29,2025-12-12,Processing,515,4144.0,Mobile Payment
104351,2024-07-01,2024-07-05,Shipped,675,2864.82,Credit Card
104352,2024-03-17,2024-03-20,Shipped,191,4858.73,Credit Card
104353,2025-01-31,2025-02-16,Shipped,731,4125.12,Credit Card
104354,2023-04-21,2023-04-27,Processing,163,1037.58,Mobile Payment
104355,2023-03-19,2023-03-26,Cancelled,613,3293.69,Credit Card
104356,2024-02-06,2024-02-16,Shipped,615,4113.49,Credit Card
104357,2024-05-18,2024-06-01,Processing,410,1766.36,Mobile Payment
104358,2024-05-16,2024-05-19,Shipped,659,2967.88,Bank Transfer
104359,2024-07-17,2024-07-21,Processing,700,2317.24,Mobile Payment
104360,2023-02-22,2023-02-28,Shipped,999,3141.64,Credit Card
104361,2023-07-11,2023-07-31,Disputed,335,26.87,Credit Card
104362,2024-02-15,2024-02-20,On Hold,545,704.46,Credit Card
104363,2025-02-26,2025-03-17,Shipped,931,282.06,PayPal
104364,2023-09-12,2023-09-16,Shipped,932,4838.68,Mobile Payment
104365,2024-12-10,2024-12-22,Shipped,726,2244.2,Mobile Payment
104366,2025-01-05,2025-01-22,Processing,498,3002.02,Cash
104367,2025-12-12,2025-12-19,Shipped,734,1650.89,PayPal
104368,2024-04-29,2024-05-18,Processing,384,4290.82,PayPal
104369,2025-09-22,2025-09-29,Processing,193,3824.62,Cash
104370,2025-06-13,2025-06-24,Processing,601,1778.4,Mobile Payment
104371,2025-10-30,2025-11-12,Shipped,372,1828.82,Credit Card
104372,2025-05-07,2025-05-26,Processing,678,3620.47,Credit Card
104373,2024-11-24,2024-11-28,Shipped,960,2568.94,PayPal
104374,2024-11-03,2024-11-15,Shipped,514,2270.15,Credit Card
104375,2024-11-24,2024-11-27,Processing,781,1474.39,PayPal
104376,2023-08-24,2023-09-06,Processing,523,2862.68,PayPal
104377,2024-08-13,2024-08-29,Processing,43,1190.45,Credit Card
104378,2025-06-27,2025-07-13,Shipped,370,1736.62,Credit Card
104379,2024-03-06,2024-03-20,Processing,521,2556.34,Cash
104380,2025-11-05,2025-11-12,On Hold,458,2196.0,Credit Card
104381,2025-07-04,2025-07-21,Cancelled,957,2468.34,Credit Card
104382,2024-01-04,2024-01-18,Shipped,726,591.77,Credit Card
104383,2025-07-05,2025-07-12,Processing,755,2936.04,Bank Transfer
104384,2025-09-15,2025-10-03,Cancelled,18,2469.83,Bank Transfer
104385,2024-11-08,2024-11-22,Shipped,292,2739.36,Credit Card
104386,2025-05-02,2025-05-19,Processing,945,3599.54,Cash
104387,2025-06-12,2025-06-28,Shipped,695,2820.38,Bank Transfer
104388,2025-09-27,2025-10-03,Shipped,373,2932.69,Credit Card
104389,2023-03-03,2023-03-11,Processing,442,2236.52,PayPal
104390,2023-02-12,2023-02-27,Shipped,802,778.55,Bank Transfer
104391,2023-11-10,2023-11-28,Shipped,495,1989.52,Credit Card
104392,2023-05-09,2023-05-21,Processing,972,570.31,PayPal
104393,2024-07-19,2024-07-25,Shipped,952,3186.66,Credit Card
104394,2024-11-25,2024-12-07,Disputed,345,2780.64,Bank Transfer
104395,2024-12-24,2025-01-07,Cancelled,345,4439.21,Credit Card
104396,2025-06-10,2025-06-18,Disputed,435,4960.55,Mobile Payment
104397,2024-03-15,2024-03-24,Shipped,994,4639.32,Credit Card
104398,2025-04-29,2025-05-15,Shipped,574,4102.76,PayPal
104399,2023-01-16,2023-01-28,Disputed,762,2904.74,Credit Card
104400,2025-05-04,2025-05-08,Shipped,82,2370.88,Credit Card
104401,2024-11-06,2024-11-24,Shipped,785,797.58,PayPal
104402,2025-07-24,2025-08-03,Shipped,570,1921.66,Credit Card
104403,2024-05-11,2024-05-16,On Hold,431,185.05,PayPal
104404,2025-11-26,2025-12-15,Shipped,662,3397.69,Mobile Payment
104405,2023-03-10,2023-03-24,Shipped,781,2761.58,PayPal
104406,2023-07-10,2023-07-16,Shipped,210,870.19,Credit Card
104407,2024-08-06,2024-08-10,Shipped,726,953.35,PayPal
104408,2024-05-01,2024-05-10,Resolved,444,1218.75,PayPal
104409,2024-01-14,2024-01-17,On Hold,911,1184.84,PayPal
104410,2025-07-05,2025-07-24,Shipped,671,4971.44,Credit Card
104411,2025-12-26,2026-01-04,Shipped,291,4763.2,Credit Card
104412,2023-07-23,2023-08-08,Processing,443,2023.88,Bank Transfer
104413,2024-07-13,2024-07-20,Processing,557,1166.77,PayPal
104414,2023-07-09,2023-07-17,Shipped,761,3830.79,Credit Card
104415,2025-09-11,2025-09-22,Shipped,836,2068.08,Credit Card
104416,2023-03-03,2023-03-14,Shipped,573,974.65,PayPal
104417,2023-12-07,2023-12-25,Shipped,445,2035.29,Credit Card
104418,2024-11-01,2024-11-20,Shipped,710,2750.58,Credit Card
104419,2024-09-11,2024-09-22,Cancelled,173,1558.94,PayPal
104420,2023-06-30,2023-07-12,Resolved,264,1923.19,PayPal
104421,2024-11-16,2024-11-26,Shipped,335,1654.75,Credit Card
104422,2024-09-28,2024-10-05,Shipped,286,56.13,Credit Card
104423,2025-02-14,2025-02-17,Processing,962,2828.9,Credit Card
104424,2025-03-06,2025-03-21,Shipped,828,2599.21,Mobile Payment
104425,2023-09-07,2023-09-27,Shipped,143,2884.81,Bank Transfer
104426,2024-05-12,2024-05-19,Shipped,574,2455.77,Credit Card
104427,2023-04-18,2023-04-28,Shipped,236,2432.42,PayPal
104428,2024-07-06,2024-07-10,Disputed,692,3562.93,Credit Card
104429,2025-04-27,2025-05-15,Resolved,724,4416.84,PayPal
104430,2024-10-31,2024-11-18,Shipped,53,4641.57,Bank Transfer
104431,2024-11-02,2024-11-17,On Hold,936,4447.92,PayPal
104432,2025-07-09,2025-07-24,On Hold,683,4580.7,Mobile Payment
104433,2025-07-31,2025-08-19,Shipped,694,15.63,Cash
104434,2024-11-21,2024-11-26,Processing,135,4583.24,PayPal
104435,2025-09-07,2025-09-23,Shipped,262,4703.49,Credit Card
104436,2025-04-28,2025-05-08,Shipped,38,1841.39,Credit Card
104437,2025-06-08,2025-06-22,Shipped,258,3999.18,Credit Card
104438,2023-05-06,2023-05-18,Shipped,702,2552.96,Credit Card
104439,2025-07-22,2025-07-28,Processing,141,258.29,Credit Card
104440,2023-07-09,2023-07-28,Shipped,967,3288.7,Bank Transfer
104441,2025-04-17,2025-05-01,Cancelled,242,1122.87,Cash
104442,2024-10-16,2024-10-20,Shipped,641,1319.24,Credit Card
104443,2024-01-16,2024-01-24,Processing,513,4340.82,Credit Card
104444,2025-05-16,2025-06-01,Processing,210,934.9,Credit Card
104445,2023-04-08,2023-04-19,Shipped,210,2742.1,Credit Card
104446,2023-03-25,2023-04-13,Cancelled,80,3684.71,Credit Card
104447,2023-03-20,2023-04-03,Shipped,618,412.2,Credit Card
104448,2025-07-29,2025-08-10,Shipped,786,2035.11,PayPal
104449,2023-02-12,2023-02-25,Processing,485,99.63,Credit Card
104450,2025-05-29,2025-06-04,Disputed,822,1453.21,Credit Card
104451,2025-10-28,2025-11-06,Shipped,965,4337.4,PayPal
104452,2025-09-08,2025-09-22,Shipped,42,2143.39,Credit Card
104453,2023-11-10,2023-11-17,Shipped,563,2940.43,Credit Card
104454,2024-02-16,2024-03-04,Shipped,458,1199.84,Bank Transfer
104455,2023-03-31,2023-04-12,Shipped,625,635.66,Credit Card
104456,2023-06-28,2023-07-06,Shipped,422,1760.19,Cash
104457,2023-12-26,2024-01-05,Shipped,89,4522.12,Mobile Payment
104458,2024-11-26,2024-12-15,Shipped,782,732.0,Credit Card
104459,2024-11-10,2024-11-23,Shipped,468,4701.18,Cash
104460,2024-05-10,2024-05-25,Cancelled,485,3738.21,Credit Card
104461,2024-10-05,2024-10-11,Shipped,911,4801.02,Mobile Payment
104462,2025-06-13,2025-07-03,Shipped,437,2897.34,Credit Card
104463,2023-06-05,2023-06-10,Disputed,86,3490.63,Credit Card
104464,2025-02-23,2025-03-12,Processing,614,1017.03,Credit Card
104465,2024-05-08,2024-05-22,Processing,193,2873.88,Credit Card
104466,2024-04-18,2024-04-21,Cancelled,380,1366.85,Credit Card
104467,2024-10-16,2024-10-21,Processing,429,1657.58,Bank Transfer
104468,2025-06-24,2025-07-06,Shipped,882,545.82,PayPal
104469,2023-03-07,2023-03-14,Shipped,406,3418.6,Credit Card
104470,2025-12-18,2025-12-31,Cancelled,701,1657.93,Credit Card
104471,2023-02-20,2023-02-27,Processing,312,348.78,Bank Transfer
104472,2023-05-13,2023-05-26,Processing,558,2524.6,Bank Transfer
104473,2023-07-21,2023-07-25,Cancelled,195,1425.74,Bank Transfer
104474,2024-05-22,2024-06-01,Disputed,208,3820.95,Credit Card
104475,2025-09-14,2025-09-28,On Hold,199,2329.98,Cash
104476,2023-01-06,2023-01-26,Processing,123,2031.07,Mobile Payment
104477,2024-04-22,2024-05-09,Resolved,34,3200.74,Credit Card
104478,2025-08-05,2025-08-08,Processing,765,1351.42,Credit Card
104479,2024-01-12,2024-01-25,Processing,895,3113.88,PayPal
104480,2024-04-03,2024-04-12,Resolved,643,4099.68,Bank Transfer
104481,2023-07-09,2023-07-26,Cancelled,868,2697.69,Credit Card
104482,2023-08-11,2023-08-28,Shipped,456,1878.0,Credit Card
104483,2023-07-13,2023-07-31,Disputed,243,4839.52,Bank Transfer
104484,2024-05-04,2024-05-07,Processing,71,4905.25,PayPal
104485,2025-01-13,2025-01-18,Processing,622,3846.54,Credit Card
104486,2023-05-31,2023-06-18,Shipped,911,1882.09,PayPal
104487,2023-02-27,2023-03-18,Cancelled,837,1292.21,Credit Card
104488,2025-02-28,2025-03-14,Processing,821,3149.25,Mobile Payment
104489,2024-12-27,2025-01-03,Disputed,343,2856.81,Mobile Payment
104490,2025-01-24,2025-02-10,Shipped,510,4263.2,Mobile Payment
104491,2025-01-25,2025-01-28,Shipped,402,903.73,Credit Card
104492,2024-10-18,2024-11-03,Shipped,965,3607.58,Credit Card
104493,2023-11-24,2023-12-10,Shipped,132,4891.07,Bank Transfer
104494,2025-02-23,2025-02-28,Shipped,447,2565.1,Cash
104495,2023-08-29,2023-09-01,Disputed,908,4696.76,Credit Card
104496,2023-01-07,2023-01-12,Shipped,865,2861.0,Bank Transfer
104497,2023-05-18,2023-06-04,Shipped,894,985.54,Credit Card
104498,2025-04-11,2025-04-19,Shipped,353,4645.69,Bank Transfer
104499,2025-12-08,2025-12-25,Shipped,503,4256.43,Bank Transfer
104500,2023-06-23,2023-07-04,On Hold,476,674.99,Credit Card
104501,2023-09-23,2023-09-29,Shipped,344,2136.88,PayPal
104502,2025-04-01,2025-04-13,Shipped,988,2456.83,Credit Card
104503,2024-10-13,2024-10-27,Shipped,818,2816.84,Credit Card
104504,2023-12-09,2023-12-16,Shipped,887,4080.69,Bank Transfer
104505,2024-02-24,2024-03-09,Shipped,877,4637.64,Bank Transfer
104506,2025-07-30,2025-08-11,Processing,802,3352.74,Credit Card
104507,2023-04-02,2023-04-06,Shipped,109,2124.96,Bank Transfer
104508,2025-12-11,2025-12-27,Cancelled,194,1818.72,Credit Card
104509,2023-09-25,2023-10-01,Shipped,509,1314.39,Credit Card
104510,2024-07-31,2024-08-18,Shipped,245,1872.21,Mobile Payment
104511,2024-11-13,2024-12-03,Shipped,550,1179.81,Credit Card
104512,2025-08-19,2025-08-25,Shipped,149,3866.24,Bank Transfer
104513,2024-02-14,2024-02-18,On Hold,914,1274.59,PayPal
104514,2023-09-10,2023-09-17,Shipped,503,564.12,Credit Card
104515,2025-05-10,2025-05-19,Shipped,245,3392.83,Credit Card
104516,2023-06-06,2023-06-16,Processing,490,2786.27,Credit Card
104517,2025-03-16,2025-04-04,Shipped,817,3691.53,Bank Transfer
104518,2025-02-04,2025-02-14,Shipped,864,1660.76,Credit Card
104519,2023-12-18,2023-12-22,Shipped,692,1387.45,PayPal
104520,2025-10-02,2025-10-13,Shipped,127,573.11,PayPal
104521,2025-04-05,2025-04-14,Shipped,378,615.49,Credit Card
104522,2023-12-05,2023-12-12,Shipped,227,418.11,PayPal
104523,2025-11-11,2025-11-27,Shipped,956,45.33,Credit Card
104524,2024-07-21,2024-08-07,Shipped,777,3222.63,Credit Card
104525,2024-10-28,2024-11-15,On Hold,507,3625.23,Bank Transfer
104526,2023-06-11,2023-06-28,Shipped,76,4573.57,PayPal
104527,2024-03-09,2024-03-21,Cancelled,212,1751.96,PayPal
104528,2023-06-06,2023-06-11,On Hold,507,1761.83,Cash
104529,2023-10-16,2023-11-02,Shipped,634,1362.01,Credit Card
104530,2024-01-21,2024-02-05,Shipped,876,1868.93,PayPal
104531,2025-05-05,2025-05-13,Processing,263,989.41,PayPal
104532,2025-04-13,2025-05-03,Shipped,847,3956.0,Mobile Payment
104533,2025-12-02,2025-12-22,Shipped,17,2001.68,Bank Transfer
104534,2024-04-11,2024-04-22,Shipped,109,306.91,Bank Transfer
104535,2023-02-02,2023-02-14,Shipped,499,3898.71,PayPal
104536,2024-06-17,2024-06-26,Shipped,862,2924.76,Credit Card
104537,2023-01-03,2023-01-09,Processing,819,359.66,PayPal
104538,2025-05-01,2025-05-07,Shipped,160,3814.49,Cash
104539,2024-05-17,2024-05-31,Shipped,977,1608.19,PayPal
104540,2025-10-26,2025-10-31,Shipped,333,3584.61,Credit Card
104541,2024-01-22,2024-02-03,Shipped,406,270.79,Credit Card
104542,2025-04-23,2025-05-05,Processing,900,3437.15,Credit Card
104543,2024-09-10,2024-09-23,Resolved,291,2084.05,Credit Card
104544,2023-12-31,2024-01-06,Processing,350,3546.7,Bank Transfer
104545,2023-12-14,2023-12-21,On Hold,584,1426.03,Credit Card
104546,2023-06-20,2023-07-07,Shipped,303,1149.22,Credit Card
104547,2023-05-08,2023-05-21,Processing,266,2364.06,Credit Card
104548,2023-04-14,2023-04-30,Shipped,811,1252.93,PayPal
104549,2023-06-07,2023-06-11,Shipped,793,1790.56,Credit Card
104550,2024-11-21,2024-11-28,Shipped,648,3813.91,Credit Card
104551,2023-12-30,2024-01-02,Resolved,170,1458.87,Credit Card
104552,2024-11-23,2024-12-08,Shipped,527,212.82,PayPal
104553,2025-06-12,2025-06-23,On Hold,88,2646.26,Mobile Payment
104554,2024-11-18,2024-11-29,Shipped,224,3372.19,Credit Card
104555,2025-01-06,2025-01-09,Shipped,349,4902.72,PayPal
104556,2023-05-18,2023-05-31,Resolved,714,3796.29,Credit Card
104557,2023-08-27,2023-09-13,Cancelled,102,3336.58,Bank Transfer
104558,2023-12-16,2023-12-20,Processing,182,3689.93,Credit Card
104559,2024-01-01,2024-01-09,Shipped,599,4314.62,PayPal
104560,2023-07-30,2023-08-11,Shipped,597,4552.89,Credit Card
104561,2023-08-20,2023-09-01,Shipped,8,3756.64,Credit Card
104562,2025-11-17,2025-12-01,On Hold,407,4506.9,PayPal
104563,2023-09-05,2023-09-17,Processing,423,1610.63,Credit Card
104564,2023-09-05,2023-09-13,Processing,32,544.82,Credit Card
104565,2023-03-29,2023-04-05,Shipped,924,2532.91,Credit Card
104566,2024-09-21,2024-10-07,Cancelled,516,2569.88,PayPal
104567,2025-04-05,2025-04-19,Cancelled,557,375.14,PayPal
104568,2025-08-06,2025-08-14,Resolved,615,627.5,PayPal
